time,P,G(i),H_sun,T2m,WS10m,Int
2015-07-15 21:00,0,0,0,15.98,4.62,0
2015-07-15 22:00,0,0,0,15.6,4.28,0
2015-07-15 23:00,0,0,0,15.34,4.14,0
2015-07-16 00:00,0,0,0,15.36,4.62,0
2015-07-16 01:00,0,0,0,15.29,4.28,0
2015-07-16 02:00,0,0,0,15.17,3.79,0
2015-07-16 03:00,0,0,0,15.06,3.24,0
2015-07-16 04:00,0,0,0,14.85,2.76,0
2015-07-16 05:00,0,0,0,14.62,2.48,0
2015-07-16 06:00,0,0,0,14.4,2.14,0
2015-07-16 07:00,21.98,40.42,10.49,14.54,1.66,0
2015-07-16 08:00,97.78,135.72,22.4,15.23,1.24,0
2015-07-16 09:00,127.99,170.11,34.63,16.09,1.17,0
2015-07-16 10:00,158.02,206.12,46.95,17.16,1.59,0
2015-07-16 11:00,610.67,767.7,59.05,18,2.34,0
2015-07-16 12:00,719.42,912.95,70.09,18.87,3.03,0
2015-07-16 13:00,778.04,992.39,76.62,19.3,3.52,0
2015-07-16 14:00,782.72,998.73,72.43,19.41,3.59,0
2015-07-16 15:00,734.65,931.29,62,19.47,3.52,0
2015-07-16 16:00,635.45,795.02,50.04,19.37,3.52,0
2015-07-16 17:00,486.91,604.45,37.68,19.16,3.66,0
2015-07-16 18:00,289.64,375.18,25.4,18.65,3.93,0
2015-07-16 19:00,80.55,143.6,13.39,17.92,4.07,0
2015-07-16 20:00,2.98,12.3,1.85,17.06,4,0
2015-07-16 21:00,0,0,0,16.26,3.59,0
2015-07-16 22:00,0,0,0,15.79,2.97,0
2015-07-16 23:00,0,0,0,15.41,2.55,0
2015-07-17 00:00,0,0,0,14.9,2.41,0
2015-07-17 01:00,0,0,0,14.65,2.14,0
2015-07-17 02:00,0,0,0,14.45,1.72,0
2015-07-17 03:00,0,0,0,14.27,1.38,0
2015-07-17 04:00,0,0,0,14.16,1.38,0
2015-07-17 05:00,0,0,0,14.06,1.38,0
2015-07-17 06:00,0,0,0,14.01,1.1,0
2015-07-17 07:00,21.35,39.54,10.38,14.07,0.62,0
2015-07-17 08:00,31.49,53,22.3,15.18,0.48,0
2015-07-17 09:00,164.86,215.02,34.53,16.26,0.97,0
2015-07-17 10:00,336.44,422.95,46.85,17.29,1.66,0
2015-07-17 11:00,610.92,769,58.95,18.07,2.28,0
2015-07-17 12:00,718.37,916.26,69.96,18.17,2.41,0
2015-07-17 13:00,776.79,998.81,76.45,18.56,2.69,0
2015-07-17 14:00,782.67,1006.38,72.31,18.98,2.9,0
2015-07-17 15:00,738.49,940.13,61.93,19.12,3.1,0
2015-07-17 16:00,640.61,802.85,49.98,19,3.24,0
2015-07-17 17:00,491.93,611.16,37.62,18.64,3.24,0
2015-07-17 18:00,293.25,380.42,25.34,18.1,2.83,0
2015-07-17 19:00,81.94,145.4,13.31,17.47,2.48,0
2015-07-17 20:00,2.53,11.42,1.76,16.68,2.21,0
2015-07-17 21:00,0,0,0,15.95,1.79,0
2015-07-17 22:00,0,0,0,15.48,0.97,0
2015-07-17 23:00,0,0,0,15.34,0.21,0
2015-07-18 00:00,0,0,0,14.74,0.55,0
2015-07-18 01:00,0,0,0,13.51,1.1,0
2015-07-18 02:00,0,0,0,13.73,0.97,0
2015-07-18 03:00,0,0,0,14.82,0.48,0
2015-07-18 04:00,0,0,0,14.82,0.28,0
2015-07-18 05:00,0,0,0,14.87,0.41,0
2015-07-18 06:00,0,0,0,13.85,0.97,0
2015-07-18 07:00,21.34,39.54,10.27,14.34,1.31,0
2015-07-18 08:00,50.42,111.46,22.2,16.4,1.59,0
2015-07-18 09:00,247.66,336.71,34.43,17.83,1.93,0
2015-07-18 10:00,445.52,561.31,46.75,18.88,2.28,0
2015-07-18 11:00,598.35,754.1,58.84,19.17,2.48,0
2015-07-18 12:00,696.95,894.71,69.82,19.48,2.21,0
2015-07-18 13:00,755.67,970.36,76.28,19.85,2.97,0
2015-07-18 14:00,758.01,974.01,72.18,19.92,2.97,0
2015-07-18 15:00,704.16,903.04,61.84,20.15,2.55,0
2015-07-18 16:00,599.11,766.53,49.92,20.23,1.66,0
2015-07-18 17:00,460.81,577.24,37.55,20.17,2.83,0
2015-07-18 18:00,271.24,355,25.26,19.22,2.41,0
2015-07-18 19:00,74.04,133.47,13.23,18.78,2.28,0
2015-07-18 20:00,2.05,10.54,1.67,18.37,2.48,0
2015-07-18 21:00,0,0,0,17.92,2.48,0
2015-07-18 22:00,0,0,0,17.87,2.14,0
2015-07-18 23:00,0,0,0,18.04,2,0
2015-07-19 00:00,0,0,0,18.55,2.07,0
2015-07-19 01:00,0,0,0,18.37,1.24,0
2015-07-19 02:00,0,0,0,18.17,1.86,0
2015-07-19 03:00,0,0,0,17.82,2.83,0
2015-07-19 04:00,0,0,0,17.54,3.52,0
2015-07-19 05:00,0,0,0,17.58,4.34,0
2015-07-19 06:00,0,0,0,17.8,4,0
2015-07-19 07:00,0.84,7.91,10.16,18.05,3.17,0
2015-07-19 08:00,0,4.65,22.09,19.29,2.97,0
2015-07-19 09:00,166.8,220.97,34.33,21.24,2.9,0
2015-07-19 10:00,43.15,69.73,46.65,22.89,2.21,0
2015-07-19 11:00,177.27,236.56,58.73,23.66,0.76,0
2015-07-19 12:00,291.16,376.86,69.68,23.29,1.79,0
2015-07-19 13:00,245.95,318.59,76.1,23.12,2.55,0
2015-07-19 14:00,720.65,947.6,72.05,23.72,2.41,0
2015-07-19 15:00,429.25,553.26,61.76,24.08,2.41,0
2015-07-19 16:00,473.43,611.85,49.85,24.28,2,0
2015-07-19 17:00,66.14,99.48,37.47,24.32,1.03,0
2015-07-19 18:00,72.22,106.92,25.19,23.86,0.9,0
2015-07-19 19:00,58.7,95,13.15,23.15,2.76,0
2015-07-19 20:00,0.8,7.91,1.58,22.03,3.66,0
2015-07-19 21:00,0,0,0,21.44,3.93,0
2015-07-19 22:00,0,0,0,21.37,3.86,0
2015-07-19 23:00,0,0,0,21.25,3.93,0
2015-07-20 00:00,0,0,0,21.77,2.97,0
2015-07-20 01:00,0,0,0,21.98,2.83,0
2015-07-20 02:00,0,0,0,21.8,2.55,0
2015-07-20 03:00,0,0,0,21.29,2,0
2015-07-20 04:00,0,0,0,20.91,1.59,0
2015-07-20 05:00,0,0,0,20.25,1.17,0
2015-07-20 06:00,0,0,0,20.42,0.28,0
2015-07-20 07:00,12.05,27.24,10.05,20.09,0.9,0
2015-07-20 08:00,97.59,141.3,21.99,20.49,0.62,0
2015-07-20 09:00,232.91,323.88,34.23,21.25,1.03,0
2015-07-20 10:00,420.9,542.54,46.55,21.79,1.24,0
2015-07-20 11:00,273.94,354.89,58.61,22.33,1.17,0
2015-07-20 12:00,339.1,435.72,69.54,23.98,3.1,0
2015-07-20 13:00,301.7,385.91,75.92,23.53,4.28,0
2015-07-20 14:00,407.92,517.88,71.92,23.09,4.21,0
2015-07-20 15:00,319.22,406.43,61.66,22.65,3.72,0
2015-07-20 16:00,258.79,332.02,49.77,22.32,2.97,0
2015-07-20 17:00,86.73,123.66,37.4,21.87,1.86,0
2015-07-20 18:00,139.62,189.55,25.11,21.95,1.17,0
2015-07-20 19:00,31.98,54.86,13.06,21.26,1.86,0
2015-07-20 20:00,2.45,11.42,1.47,20.63,2.41,0
2015-07-20 21:00,0,0,0,20.25,2.48,0
2015-07-20 22:00,0,0,0,20.25,2.21,0
2015-07-20 23:00,0,0,0,20.17,1.79,0
2015-07-21 00:00,0,0,0,19.63,1.93,0
2015-07-21 01:00,0,0,0,19.48,1.86,0
2015-07-21 02:00,0,0,0,19.31,1.66,0
2015-07-21 03:00,0,0,0,19.12,1.17,0
2015-07-21 04:00,0,0,0,19.1,0.83,0
2015-07-21 05:00,0,0,0,19.11,0.69,0
2015-07-21 06:00,0,0,0,18.77,0.55,0
2015-07-21 07:00,18.92,36.9,9.93,18.66,0.62,0
2015-07-21 08:00,47.75,107.03,21.88,19.58,0.83,0
2015-07-21 09:00,235.11,325.24,34.13,20.31,1.1,0
2015-07-21 10:00,426.72,546,46.45,20.99,1.59,0
2015-07-21 11:00,576.99,736.93,58.5,21.48,2.14,0
2015-07-21 12:00,683.85,879.12,69.39,21.34,2.62,0
2015-07-21 13:00,738.72,956.02,75.73,21.26,2.76,0
2015-07-21 14:00,748.52,962.24,71.77,21.38,3.38,0
2015-07-21 15:00,706.27,896.1,61.56,21.26,3.86,0
2015-07-21 16:00,609.47,763.54,49.69,20.85,3.79,0
2015-07-21 17:00,465.37,578.28,37.31,20.4,4.14,0
2015-07-21 18:00,274.34,357.43,25.02,20.13,4.34,0
2015-07-21 19:00,74.89,134.65,12.96,19.54,4.14,0
2015-07-21 20:00,1.22,8.79,1.37,18.93,4,0
2015-07-21 21:00,0,0,0,18.41,3.79,0
2015-07-21 22:00,0,0,0,18.1,3.86,0
2015-07-21 23:00,0,0,0,17.84,3.93,0
2015-07-22 00:00,0,0,0,17.32,4.21,0
2015-07-22 01:00,0,0,0,17.05,3.79,0
2015-07-22 02:00,0,0,0,16.87,3.52,0
2015-07-22 03:00,0,0,0,16.77,3.45,0
2015-07-22 04:00,0,0,0,16.68,3.52,0
2015-07-22 05:00,0,0,0,16.56,3.38,0
2015-07-22 06:00,0,0,0,16.51,3.24,0
2015-07-22 07:00,19.16,36.9,9.81,16.64,2.83,0
2015-07-22 08:00,45.86,71.59,21.77,17.46,2.28,0
2015-07-22 09:00,240.03,327.22,34.02,18.58,2.21,0
2015-07-22 10:00,137.86,183.29,46.34,19.48,3.17,0
2015-07-22 11:00,209.82,269.09,58.38,19.88,3.72,0
2015-07-22 12:00,274.8,347.88,69.24,20.3,3.86,0
2015-07-22 13:00,444.56,558.6,75.54,20.27,3.72,0
2015-07-22 14:00,762.29,974.27,71.62,20.39,3.59,0
2015-07-22 15:00,716.54,907.3,61.46,20.45,3.79,0
2015-07-22 16:00,619.35,772.7,49.6,20.3,4.07,0
2015-07-22 17:00,472.22,584.23,37.22,19.87,4.48,0
2015-07-22 18:00,278.76,360.95,24.93,19.42,5.03,0
2015-07-22 19:00,75.9,135.59,12.86,18.76,5.38,0
2015-07-22 20:00,2.06,10.54,1.25,18.02,5.59,0
2015-07-22 21:00,0,0,0,17.44,5.52,0
2015-07-22 22:00,0,0,0,17.12,5.31,0
2015-07-22 23:00,0,0,0,16.88,5.03,0
2015-07-23 00:00,0,0,0,16.73,5.17,0
2015-07-23 01:00,0,0,0,16.46,4.9,0
2015-07-23 02:00,0,0,0,16.24,4.62,0
2015-07-23 03:00,0,0,0,16.09,4.28,0
2015-07-23 04:00,0,0,0,15.99,4,0
2015-07-23 05:00,0,0,0,15.91,3.93,0
2015-07-23 06:00,0,0,0,15.87,4,0
2015-07-23 07:00,19.88,37.78,9.69,16.04,3.86,0
2015-07-23 08:00,72.76,104.13,21.66,17.02,3.72,0
2015-07-23 09:00,169.38,220.83,33.92,18.15,3.38,0
2015-07-23 10:00,446.22,559.18,46.23,19.2,3.1,0
2015-07-23 11:00,603.89,756.45,58.26,20.04,3.52,0
2015-07-23 12:00,719.43,902.24,69.08,20.41,4.83,0
2015-07-23 13:00,779.74,983.28,75.34,20.5,5.1,0
2015-07-23 14:00,785.82,992.44,71.47,20.76,5.17,0
2015-07-23 15:00,738.96,925.85,61.35,20.87,5.45,0
2015-07-23 16:00,639.68,790.3,49.51,20.64,5.93,0
2015-07-23 17:00,488.69,600.63,37.13,20.11,6.21,0
2015-07-23 18:00,288.22,371.46,24.83,19.42,6.28,0
2015-07-23 19:00,78.81,140.39,12.76,18.72,6.07,0
2015-07-23 20:00,1.23,8.79,1.14,17.9,5.93,0
2015-07-23 21:00,0,0,0,17.3,5.66,0
2015-07-23 22:00,0,0,0,16.95,5.38,0
2015-07-23 23:00,0,0,0,16.64,5.24,0
2015-07-24 00:00,0,0,0,16.72,4.55,0
2015-07-24 01:00,0,0,0,16.56,4.28,0
2015-07-24 02:00,0,0,0,16.44,4,0
2015-07-24 03:00,0,0,0,16.35,3.66,0
2015-07-24 04:00,0,0,0,16.35,3.24,0
2015-07-24 05:00,0,0,0,16.34,2.83,0
2015-07-24 06:00,0,0,0,16.39,2.55,0
2015-07-24 07:00,19.8,37.78,9.58,16.59,2.34,0
2015-07-24 08:00,95.6,136.23,21.55,18.03,2.34,0
2015-07-24 09:00,247.39,337.88,33.81,19.56,2.55,0
2015-07-24 10:00,448.06,567.53,46.13,20.8,2.76,0
2015-07-24 11:00,604.53,766.01,58.14,21.67,3.24,0
2015-07-24 12:00,718.25,911.59,68.93,22.17,4.55,0
2015-07-24 13:00,777.52,991.17,75.13,22.29,4.97,0
2015-07-24 14:00,784.77,997.56,71.3,22.33,5.38,0
2015-07-24 15:00,738.4,930.01,61.23,22.18,5.66,0
2015-07-24 16:00,638.63,794.45,49.41,21.91,5.86,0
2015-07-24 17:00,488.06,603.67,37.03,21.42,6.21,0
2015-07-24 18:00,288.4,373.18,24.73,20.4,6.41,0
2015-07-24 19:00,78.69,140.67,12.65,19.67,6.41,0
2015-07-24 20:00,0.83,7.91,1.02,18.99,6.28,0
2015-07-24 21:00,0,0,0,18.54,6.21,0
2015-07-24 22:00,0,0,0,18.37,6.07,0
2015-07-24 23:00,0,0,0,18.25,5.86,0
2015-07-25 00:00,0,0,0,17.74,5.31,0
2015-07-25 01:00,0,0,0,17.54,5.66,0
2015-07-25 02:00,0,0,0,17.3,5.86,0
2015-07-25 03:00,0,0,0,17.2,6,0
2015-07-25 04:00,0,0,0,17.09,5.93,0
2015-07-25 05:00,0,0,0,17.03,5.79,0
2015-07-25 06:00,0,0,0,16.96,5.72,0
2015-07-25 07:00,25.69,45.69,9.45,17.13,5.79,0
2015-07-25 08:00,92,138.18,21.44,18.24,5.86,0
2015-07-25 09:00,251.47,339.48,33.7,19.5,6,0
2015-07-25 10:00,459.47,569.78,46.02,20.55,6.41,0
2015-07-25 11:00,624.57,770.39,58.02,21.25,6.9,0
2015-07-25 12:00,733.5,919.16,68.77,22.56,6.62,0
2015-07-25 13:00,792.75,1001.15,74.92,23.08,6.83,0
2015-07-25 14:00,799.66,1009.89,71.13,23.31,7.1,0
2015-07-25 15:00,752.73,942.56,61.11,23.12,7.45,0
2015-07-25 16:00,650.96,804.96,49.31,22.47,7.66,0
2015-07-25 17:00,496.84,612,36.93,21.67,7.66,0
2015-07-25 18:00,292.92,378.93,24.62,21.08,7.66,0
2015-07-25 19:00,79.75,142.54,12.53,20.07,7.59,0
2015-07-25 20:00,0,0,0,19.08,7.24,0
2015-07-25 21:00,0,0,0,18.35,6.97,0
2015-07-25 22:00,0,0,0,17.93,6.9,0
2015-07-25 23:00,0,0,0,17.62,6.83,0
2015-07-26 00:00,0,0,0,16.64,6.97,0
2015-07-26 01:00,0,0,0,16.41,6.76,0
2015-07-26 02:00,0,0,0,16.25,6.76,0
2015-07-26 03:00,0,0,0,16.05,6.9,0
2015-07-26 04:00,0,0,0,15.89,7.1,0
2015-07-26 05:00,0,0,0,15.78,7.17,0
2015-07-26 06:00,0,0,0,15.67,7.17,0
2015-07-26 07:00,19.27,36.9,9.33,15.81,7.1,0
2015-07-26 08:00,44,68.8,21.33,16.43,7.17,0
2015-07-26 09:00,118.32,157.92,33.6,17.33,7.24,0
2015-07-26 10:00,197.17,250.65,45.91,18.3,7.45,0
2015-07-26 11:00,297.93,370.16,57.89,19.21,7.66,0
2015-07-26 12:00,744.3,916.46,68.6,19.99,7.45,0
2015-07-26 13:00,804.55,996.38,74.7,20.37,7.79,0
2015-07-26 14:00,810.42,1002.93,70.96,20.37,8,0
2015-07-26 15:00,761.09,935.45,60.98,20.16,8.14,0
2015-07-26 16:00,655.34,797.72,49.2,19.82,8.21,0
2015-07-26 17:00,499.23,606.81,36.82,19.33,8.21,0
2015-07-26 18:00,292.99,374.76,24.51,18.84,8.07,0
2015-07-26 19:00,79.11,140.36,12.41,18.12,7.93,0
2015-07-26 20:00,0,0,0,17.24,7.79,0
2015-07-26 21:00,0,0,0,16.66,7.45,0
2015-07-26 22:00,0,0,0,16.5,7.1,0
2015-07-26 23:00,0,0,0,16.46,6.97,0
2015-07-27 00:00,0,0,0,16.15,6.48,0
2015-07-27 01:00,0,0,0,16.06,6.76,0
2015-07-27 02:00,0,0,0,15.98,7.17,0
2015-07-27 03:00,0,0,0,15.99,7.1,0
2015-07-27 04:00,0,0,0,16,6.9,0
2015-07-27 05:00,0,0,0,16,6.69,0
2015-07-27 06:00,0,0,0,15.97,6.55,0
2015-07-27 07:00,19.24,36.9,9.21,16.1,6.14,0
2015-07-27 08:00,95.59,136.87,21.21,16.89,5.79,0
2015-07-27 09:00,255.13,342.07,33.49,17.92,5.45,0
2015-07-27 10:00,465.1,575.24,45.79,19.04,5.31,0
2015-07-27 11:00,629.55,777.62,57.76,19.96,5.59,0
2015-07-27 12:00,739.39,926.12,68.43,20.47,5.31,0
2015-07-27 13:00,800.17,1007.48,74.48,21.05,5.93,0
2015-07-27 14:00,809.34,1014.4,70.77,21.22,6.76,0
2015-07-27 15:00,761.57,945.05,60.85,20.98,7.24,0
2015-07-27 16:00,657.2,805.24,49.08,20.38,7.45,0
2015-07-27 17:00,500.39,611.1,36.71,19.73,7.38,0
2015-07-27 18:00,293.61,376.64,24.4,19.12,7.1,0
2015-07-27 19:00,78.68,139.9,12.29,18.52,6.69,0
2015-07-27 20:00,0,0,0,17.78,6.14,0
2015-07-27 21:00,0,0,0,17.11,5.66,0
2015-07-27 22:00,0,0,0,16.73,5.24,0
2015-07-27 23:00,0,0,0,16.47,5.1,0
2015-07-28 00:00,0,0,0,16.05,3.86,0
2015-07-28 01:00,0,0,0,15.88,3.31,0
2015-07-28 02:00,0,0,0,15.71,2.76,0
2015-07-28 03:00,0,0,0,15.46,2.14,0
2015-07-28 04:00,0,0,0,15.07,1.24,0
2015-07-28 05:00,0,0,0,15.03,0.69,0
2015-07-28 06:00,0,0,0,14.84,0.41,0
2015-07-28 07:00,18.66,36.03,9.09,14.88,0.34,0
2015-07-28 08:00,58.89,87.4,21.1,16.08,0.41,0
2015-07-28 09:00,187.96,245.85,33.38,17.2,0.41,0
2015-07-28 10:00,446.93,571.43,45.68,18.4,0.69,0
2015-07-28 11:00,600.72,772.54,57.63,19.5,1.24,0
2015-07-28 12:00,712.04,919.76,68.26,20.29,2.28,0
2015-07-28 13:00,773.09,1000.86,74.26,20.71,2.97,0
2015-07-28 14:00,783.18,1006.53,70.58,20.88,3.66,0
2015-07-28 15:00,735.96,935.9,60.7,20.82,3.86,0
2015-07-28 16:00,635.87,796.98,48.96,20.57,3.93,0
2015-07-28 17:00,486.05,603.84,36.59,20.21,4.14,0
2015-07-28 18:00,286.45,371.48,24.27,19.75,4.34,0
2015-07-28 19:00,76.81,137.69,12.16,19.13,4.28,0
2015-07-28 20:00,0,0,0,18.36,4.14,0
2015-07-28 21:00,0,0,0,17.7,3.93,0
2015-07-28 22:00,0,0,0,17.27,3.86,0
2015-07-28 23:00,0,0,0,16.99,3.72,0
2015-07-29 00:00,0,0,0,16.82,3.45,0
2015-07-29 01:00,0,0,0,16.52,2.69,0
2015-07-29 02:00,0,0,0,16.16,1.72,0
2015-07-29 03:00,0,0,0,15.62,0.97,0
2015-07-29 04:00,0,0,0,15.87,0.55,0
2015-07-29 05:00,0,0,0,15.02,0.97,0
2015-07-29 06:00,0,0,0,14.67,1.59,0
2015-07-29 07:00,18.64,36.03,8.96,15.32,1.79,0
2015-07-29 08:00,45.32,70.66,20.98,16.43,1.72,0
2015-07-29 09:00,142.05,188.01,33.27,17.62,1.66,0
2015-07-29 10:00,450.21,570.07,45.57,18.79,1.66,0
2015-07-29 11:00,603.38,768.35,57.5,19.85,2,0
2015-07-29 12:00,712.23,913.42,68.09,19.62,2.48,0
2015-07-29 13:00,763.29,991.25,74.03,20,2.41,0
2015-07-29 14:00,763.14,995.55,70.39,20.38,2.28,0
2015-07-29 15:00,716.41,922.54,60.56,20.71,2.62,0
2015-07-29 16:00,620.48,782.34,48.84,20.8,3.24,0
2015-07-29 17:00,473.82,590.19,36.46,20.48,3.79,0
2015-07-29 18:00,277.88,361.18,24.15,19.86,4.07,0
2015-07-29 19:00,73.44,132.16,12.02,19.09,4.14,0
2015-07-29 20:00,0,0,0,18.33,3.93,0
2015-07-29 21:00,0,0,0,17.72,3.72,0
2015-07-29 22:00,0,0,0,17.45,3.45,0
2015-07-29 23:00,0,0,0,17.26,3.17,0
2015-07-30 00:00,0,0,0,16.87,2.62,0
2015-07-30 01:00,0,0,0,16.79,2.9,0
2015-07-30 02:00,0,0,0,16.53,2.28,0
2015-07-30 03:00,0,0,0,16.33,1.66,0
2015-07-30 04:00,0,0,0,16.25,2,0
2015-07-30 05:00,0,0,0,16.21,2.41,0
2015-07-30 06:00,0,0,0,16.18,2.55,0
2015-07-30 07:00,17.27,34.27,8.83,16.39,2.76,0
2015-07-30 08:00,82.66,116.9,20.87,17.35,3.24,0
2015-07-30 09:00,240.48,325.38,33.15,18.51,3.59,0
2015-07-30 10:00,439.21,548.38,45.45,19.46,3.66,0
2015-07-30 11:00,594.49,743.06,57.37,20.18,3.66,0
2015-07-30 12:00,703.5,887.16,67.91,20,3.79,0
2015-07-30 13:00,759.23,965.68,73.79,19.63,3.59,0
2015-07-30 14:00,763.69,973.23,70.18,20.18,3.72,0
2015-07-30 15:00,554.35,695.5,60.4,20.73,4.28,0
2015-07-30 16:00,292.35,368.21,48.71,20.87,4.69,0
2015-07-30 17:00,467.72,578.6,36.33,20.65,5.03,0
2015-07-30 18:00,271.7,352.83,24.02,20.13,4.97,0
2015-07-30 19:00,70.84,128.18,11.88,19.49,4.62,0
2015-07-30 20:00,0,0,0,18.73,4.9,0
2015-07-30 21:00,0,0,0,18.08,5.1,0
2015-07-30 22:00,0,0,0,17.78,4.83,0
2015-07-30 23:00,0,0,0,17.58,4.48,0
2015-07-31 00:00,0,0,0,17.21,3.93,0
2015-07-31 01:00,0,0,0,17.03,3.86,0
2015-07-31 02:00,0,0,0,16.7,3.86,0
2015-07-31 03:00,0,0,0,16.51,3.79,0
2015-07-31 04:00,0,0,0,16.46,3.72,0
2015-07-31 05:00,0,0,0,16.43,3.59,0
2015-07-31 06:00,0,0,0,16.5,3.45,0
2015-07-31 07:00,16.61,33.39,8.71,16.7,3.17,0
2015-07-31 08:00,47.46,105.17,20.75,17.48,3.03,0
2015-07-31 09:00,239.31,324.64,33.04,18.55,2.9,0
2015-07-31 10:00,436.39,548.57,45.33,19.63,2.76,0
2015-07-31 11:00,589.08,742.45,57.23,20.32,2.83,0
2015-07-31 12:00,698.5,885.59,67.73,19.94,3.24,0
2015-07-31 13:00,755.44,965.01,73.55,20.69,3.66,0
2015-07-31 14:00,765.2,971.5,69.97,21.07,4.48,0
2015-07-31 15:00,718.17,905.25,60.24,21.09,4.55,0
2015-07-31 16:00,617.97,772.15,48.57,21.15,4.34,0
2015-07-31 17:00,471.13,585.15,36.2,20.9,4.55,0
2015-07-31 18:00,276.45,358.9,23.88,20.23,4.97,0
2015-07-31 19:00,72.55,131.01,11.74,19.46,5.1,0
2015-07-31 20:00,0,0,0,18.78,5.03,0
2015-07-31 21:00,0,0,0,18.24,4.9,0
2015-07-31 22:00,0,0,0,17.91,4.83,0
2015-07-31 23:00,0,0,0,17.68,4.76,0
2015-08-01 00:00,0,0,0,17.32,5.52,0
2015-08-01 01:00,0,0,0,17.1,5.59,0
2015-08-01 02:00,0,0,0,16.86,6.07,0
2015-08-01 03:00,0,0,0,16.62,6.28,0
2015-08-01 04:00,0,0,0,16.48,6.28,0
2015-08-01 05:00,0,0,0,16.39,6.28,0
2015-08-01 06:00,0,0,0,16.38,6.34,0
2015-08-01 07:00,17.28,34.27,8.58,16.54,6.48,0
2015-08-01 08:00,43.81,68.8,20.63,17.26,6.76,0
2015-08-01 09:00,124.64,166.01,32.93,18.17,6.97,0
2015-08-01 10:00,335.45,415.16,45.21,19.05,7.24,0
2015-08-01 11:00,631.48,771.2,57.09,19.67,7.31,0
2015-08-01 12:00,742.27,919.42,67.55,20.39,6.76,0
2015-08-01 13:00,799.43,999.52,73.31,20.82,6.62,0
2015-08-01 14:00,805.1,1006.12,69.76,20.81,6.76,0
2015-08-01 15:00,756.63,937.44,60.08,20.41,6.9,0
2015-08-01 16:00,652.08,799.28,48.43,20.04,6.9,0
2015-08-01 17:00,495.8,605.8,36.06,19.58,6.9,0
2015-08-01 18:00,290.26,372.37,23.74,19.11,6.9,0
2015-08-01 19:00,76.06,135.75,11.59,18.42,7.1,0
2015-08-01 20:00,0,0,0,17.68,7.24,0
2015-08-01 21:00,0,0,0,17.27,7.31,0
2015-08-01 22:00,0,0,0,17.1,7.17,0
2015-08-01 23:00,0,0,0,17.11,6.76,0
2015-08-02 00:00,0,0,0,17.38,6,0
2015-08-02 01:00,0,0,0,17.03,6.83,0
2015-08-02 02:00,0,0,0,16.71,7.59,0
2015-08-02 03:00,0,0,0,16.58,7.86,0
2015-08-02 04:00,0,0,0,16.49,7.59,0
2015-08-02 05:00,0,0,0,16.55,7.59,0
2015-08-02 06:00,0,0,0,16.6,7.31,0
2015-08-02 07:00,16.63,33.39,8.45,16.73,7.31,0
2015-08-02 08:00,49.83,76.24,20.51,17.32,7.31,0
2015-08-02 09:00,151.18,197.6,32.81,18.22,7.45,0
2015-08-02 10:00,266.99,333.64,45.1,18.97,7.31,0
2015-08-02 11:00,629.52,768.93,56.96,19.82,7.38,0
2015-08-02 12:00,745.03,918.94,67.36,20.58,7.66,0
2015-08-02 13:00,701.3,870.47,73.06,20.79,7.93,0
2015-08-02 14:00,682.97,844.33,69.54,20.55,8.14,0
2015-08-02 15:00,766.98,942.2,59.91,20.12,8.28,0
2015-08-02 16:00,498.23,607.58,48.28,19.64,8.07,0
2015-08-02 17:00,501.18,609.38,35.91,19.22,7.79,0
2015-08-02 18:00,293.02,374.53,23.59,18.84,7.93,0
2015-08-02 19:00,76.41,136.18,11.44,18.29,7.66,0
2015-08-02 20:00,0,0,0,17.55,7.45,0
2015-08-02 21:00,0,0,0,16.98,7.66,0
2015-08-02 22:00,0,0,0,16.78,7.86,0
2015-08-02 23:00,0,0,0,16.67,7.52,0
2015-08-03 00:00,0,0,0,16.75,7.72,0
2015-08-03 01:00,0,0,0,16.69,8,0
2015-08-03 02:00,0,0,0,16.54,8.21,0
2015-08-03 03:00,0,0,0,16.43,8.41,0
2015-08-03 04:00,0,0,0,16.47,8.41,0
2015-08-03 05:00,0,0,0,16.45,8.28,0
2015-08-03 06:00,0,0,0,16.43,8.14,0
2015-08-03 07:00,16.65,33.39,8.32,16.54,8,0
2015-08-03 08:00,91.46,131.84,20.4,17.02,8.14,0
2015-08-03 09:00,253.92,337.99,32.7,17.94,8,0
2015-08-03 10:00,465.57,569.86,44.97,19.03,7.72,0
2015-08-03 11:00,632.24,771.21,56.81,19.96,7.86,0
2015-08-03 12:00,746.45,920.48,67.17,20.36,7.52,0
2015-08-03 13:00,809.84,1003.7,72.8,20.51,7.86,0
2015-08-03 14:00,816.75,1011.44,69.31,20.31,7.93,0
2015-08-03 15:00,614.77,753.82,59.73,20.08,8.14,0
2015-08-03 16:00,659.2,800.2,48.13,19.58,8.55,0
2015-08-03 17:00,498.7,604.34,35.76,19.06,8.55,0
2015-08-03 18:00,289.56,369.36,23.44,18.54,8.48,0
2015-08-03 19:00,74.55,133.03,11.28,17.82,8.41,0
2015-08-03 20:00,0,0,0,17.16,8.07,0
2015-08-03 21:00,0,0,0,16.91,8,0
2015-08-03 22:00,0,0,0,16.84,7.52,0
2015-08-03 23:00,0,0,0,16.78,7.24,0
2015-08-04 00:00,0,0,0,16.43,8.14,0
2015-08-04 01:00,0,0,0,16.39,8,0
2015-08-04 02:00,0,0,0,16.39,7.86,0
2015-08-04 03:00,0,0,0,16.35,8,0
