time,P,G(i),H_sun,T2m,WS10m,Int
2015-01-01 00:00,0,0,0,8.53,4,0
2015-01-01 01:00,0,0,0,8.22,3.59,0
2015-01-01 02:00,0,0,0,7.84,3.1,0
2015-01-01 03:00,0,0,0,7.45,2.62,0
2015-01-01 04:00,0,0,0,6.97,2.28,0
2015-01-01 05:00,0,0,0,6.37,2.07,0
2015-01-01 06:00,0,0,0,5.74,1.79,0
2015-01-01 07:00,0,0,0,5.26,1.66,0
2015-01-01 08:00,0,0,0,4.81,1.66,0
2015-01-01 09:00,181.48,238.28,8.13,5.25,1.66,0
2015-01-01 10:00,417.18,503.72,17.51,8.91,1.38,0
2015-01-01 11:00,592.97,725.31,25.13,11.11,1.45,0
2015-01-01 12:00,711.29,882.21,30.29,11.42,1.72,0
2015-01-01 13:00,768.32,963.66,32.32,11.77,1.79,0
2015-01-01 14:00,767.84,961.34,30.88,11.97,1.93,0
2015-01-01 15:00,705.32,871.8,26.21,11.97,2,0
2015-01-01 16:00,575.26,699.09,18.96,11.85,1.86,0
2015-01-01 17:00,357.22,431.68,9.97,11.56,1.66,0
2015-01-01 18:00,0,0,0,11.25,1.24,0
2015-01-01 19:00,0,0,0,9.99,1.03,0
2015-01-01 20:00,0,0,0,9.39,1.1,0
2015-01-01 21:00,0,0,0,8.56,1.31,0
2015-01-01 22:00,0,0,0,9.34,1.17,0
2015-01-01 23:00,0,0,0,9.98,0.9,0
2015-01-02 00:00,0,0,0,10.56,0.62,0
2015-01-02 01:00,0,0,0,9.24,1.17,0
2015-01-02 02:00,0,0,0,8.43,1.17,0
2015-01-02 03:00,0,0,0,7.96,1.17,0
2015-01-02 04:00,0,0,0,6.69,1.38,0
2015-01-02 05:00,0,0,0,6.08,1.45,0
2015-01-02 06:00,0,0,0,5.54,1.52,0
2015-01-02 07:00,0,0,0,5.34,1.59,0
2015-01-02 08:00,0,0,0,6.27,1.38,0
2015-01-02 09:00,172.46,230.17,8.12,7.48,1.1,0
2015-01-02 10:00,409.97,495.1,17.51,9,1.38,0
2015-01-02 11:00,590.16,715.16,25.16,11.53,2.28,0
2015-01-02 12:00,713.79,873.66,30.35,11.53,2.62,0
2015-01-02 13:00,774.15,954.7,32.4,11.93,2.9,0
2015-01-02 14:00,774.16,953.56,30.98,12.27,3.1,0
2015-01-02 15:00,712.74,867.14,26.33,12.5,3.45,0
2015-01-02 16:00,581.2,695.8,19.09,12.43,3.66,0
2015-01-02 17:00,360.09,430.59,10.11,12.06,3.79,0
2015-01-02 18:00,0,0,0,11.3,4.21,0
2015-01-02 19:00,0,0,0,10.77,4.34,0
2015-01-02 20:00,0,0,0,10.57,4,0
2015-01-02 21:00,0,0,0,10.54,3.59,0
2015-01-02 22:00,0,0,0,10.42,3.38,0
2015-01-02 23:00,0,0,0,10.12,3.1,0
2015-01-03 00:00,0,0,0,9.71,2.69,0
2015-01-03 01:00,0,0,0,9.32,2.76,0
2015-01-03 02:00,0,0,0,8.95,2.76,0
2015-01-03 03:00,0,0,0,8.3,2.41,0
2015-01-03 04:00,0,0,0,7.5,1.93,0
2015-01-03 05:00,0,0,0,7.18,1.45,0
2015-01-03 06:00,0,0,0,7.08,1.31,0
2015-01-03 07:00,0,0,0,7.06,1.31,0
2015-01-03 08:00,0,0,0,7.11,1.38,0
2015-01-03 09:00,167.45,224.49,8.11,7.88,1.17,0
2015-01-03 10:00,399.53,488.72,17.52,10.09,0.62,0
2015-01-03 11:00,569.71,706.67,25.19,12.33,0.76,0
2015-01-03 12:00,690.16,863.26,30.41,12.79,1.45,0
2015-01-03 13:00,748.72,945.63,32.49,13.01,1.59,0
2015-01-03 14:00,750.16,945.67,31.1,13.14,1.72,0
2015-01-03 15:00,689.01,858.29,26.46,13.11,1.72,0
2015-01-03 16:00,565.72,687.51,19.23,12.96,2.21,0
2015-01-03 17:00,353.69,425.7,10.25,12.51,2.9,0
2015-01-03 18:00,0,0,0,11.92,3.03,0
2015-01-03 19:00,0,0,0,11.25,2.97,0
2015-01-03 20:00,0,0,0,10.84,3.17,0
2015-01-03 21:00,0,0,0,10.61,3.1,0
2015-01-03 22:00,0,0,0,10.4,2.69,0
2015-01-03 23:00,0,0,0,9.96,2.28,0
2015-01-04 00:00,0,0,0,9.78,2.48,0
2015-01-04 01:00,0,0,0,9.22,2.14,0
2015-01-04 02:00,0,0,0,9.12,1.72,0
2015-01-04 03:00,0,0,0,8.89,1.38,0
2015-01-04 04:00,0,0,0,8.18,1.45,0
2015-01-04 05:00,0,0,0,7.55,1.59,0
2015-01-04 06:00,0,0,0,7.48,1.86,0
2015-01-04 07:00,0,0,0,7.68,2.21,0
2015-01-04 08:00,0,0,0,7.7,2.21,0
2015-01-04 09:00,30.63,50.79,8.1,7.96,2.21,0
2015-01-04 10:00,165.26,207.76,17.54,10.61,1.93,0
2015-01-04 11:00,401.7,487.06,25.23,13.01,1.66,0
2015-01-04 12:00,706.27,859.69,30.48,13.78,4,0
2015-01-04 13:00,764.49,943.52,32.59,14.54,3.79,0
2015-01-04 14:00,760.84,943.25,31.22,15.04,3.59,0
2015-01-04 15:00,704.03,859.53,26.6,15.16,4.34,0
2015-01-04 16:00,264.69,321.68,19.37,14.99,4.55,0
2015-01-04 17:00,357.96,431.67,10.4,14.58,4.48,0
2015-01-04 18:00,0,0,0,13.7,4.48,0
2015-01-04 19:00,0,0,0,13.27,4.55,0
2015-01-04 20:00,0,0,0,12.93,4.76,0
2015-01-04 21:00,0,0,0,12.46,4.28,0
2015-01-04 22:00,0,0,0,12.07,3.17,0
2015-01-04 23:00,0,0,0,11.53,2.48,0
2015-01-05 00:00,0,0,0,11.23,3.03,0
2015-01-05 01:00,0,0,0,10.83,2.62,0
2015-01-05 02:00,0,0,0,10.23,2.14,0
2015-01-05 03:00,0,0,0,9.43,1.86,0
2015-01-05 04:00,0,0,0,9.01,1.59,0
2015-01-05 05:00,0,0,0,8.76,1.59,0
2015-01-05 06:00,0,0,0,8.4,1.86,0
2015-01-05 07:00,0,0,0,8.26,2.07,0
2015-01-05 08:00,0,0,0,8.27,2.14,0
2015-01-05 09:00,164.26,221.4,8.1,8.83,2,0
2015-01-05 10:00,394.62,482.27,17.56,12.03,1.66,0
2015-01-05 11:00,561.67,699.87,25.28,15.16,1.31,0
2015-01-05 12:00,676.61,859.44,30.56,17.17,1.79,0
2015-01-05 13:00,720.87,941.28,32.69,18.57,1.24,0
2015-01-05 14:00,724.02,942.55,31.35,19.26,1.59,0
2015-01-05 15:00,676.1,858.6,26.74,19.25,2.48,0
2015-01-05 16:00,557.55,690.09,19.51,18.67,3.17,0
2015-01-05 17:00,350.47,432.13,10.55,17.82,3.03,0
2015-01-05 18:00,0,0,0,16.92,2.07,0
2015-01-05 19:00,0,0,0,16.02,1.03,0
2015-01-05 20:00,0,0,0,15.89,0.9,0
2015-01-05 21:00,0,0,0,14.82,1.17,0
2015-01-05 22:00,0,0,0,13.06,1.52,0
2015-01-05 23:00,0,0,0,11.63,1.86,0
2015-01-06 00:00,0,0,0,12.7,3.24,0
2015-01-06 01:00,0,0,0,13.48,3.38,0
2015-01-06 02:00,0,0,0,13.96,3.59,0
2015-01-06 03:00,0,0,0,14.38,3.72,0
2015-01-06 04:00,0,0,0,14.62,3.66,0
2015-01-06 05:00,0,0,0,14.63,3.45,0
2015-01-06 06:00,0,0,0,14.4,3.1,0
2015-01-06 07:00,0,0,0,13.85,2.69,0
2015-01-06 08:00,0,0,0,12.78,2.28,0
2015-01-06 09:00,161.74,221.86,8.11,12.31,1.79,0
2015-01-06 10:00,391.77,487.79,17.59,14.9,1.17,0
2015-01-06 11:00,555.93,711.95,25.34,18.2,0.62,0
2015-01-06 12:00,680.46,875.96,30.64,19.83,1.93,0
2015-01-06 13:00,733.85,964.95,32.81,21.04,1.72,0
2015-01-06 14:00,724.94,967.23,31.48,21.76,1.17,0
2015-01-06 15:00,668.37,883.38,26.88,21.88,1.03,0
2015-01-06 16:00,561.67,714.47,19.66,21.28,2,0
2015-01-06 17:00,364.1,453.75,10.7,19.92,2.9,0
2015-01-06 18:00,0,0,0,18.46,2.83,0
2015-01-06 19:00,0,0,0,17.51,1.93,0
2015-01-06 20:00,0,0,0,16.66,1.31,0
2015-01-06 21:00,0,0,0,16.5,1.31,0
2015-01-06 22:00,0,0,0,15.19,1.59,0
2015-01-06 23:00,0,0,0,13.3,1.93,0
2015-01-07 00:00,0,0,0,12.03,2.48,0
2015-01-07 01:00,0,0,0,11.96,2.34,0
2015-01-07 02:00,0,0,0,12.1,2.48,0
2015-01-07 03:00,0,0,0,12.81,2.9,0
2015-01-07 04:00,0,0,0,13.68,3.38,0
2015-01-07 05:00,0,0,0,14.7,3.72,0
2015-01-07 06:00,0,0,0,14.96,3.86,0
2015-01-07 07:00,0,0,0,14.96,3.86,0
2015-01-07 08:00,0,0,0,14.82,3.79,0
2015-01-07 09:00,19.56,37.19,8.12,14.92,3.59,0
2015-01-07 10:00,192.09,243.96,17.63,16.51,3.1,0
2015-01-07 11:00,565.82,706.49,25.4,18.34,2.48,0
2015-01-07 12:00,660.98,865.13,30.73,19.85,0.9,0
2015-01-07 13:00,716.03,950.16,32.93,20.64,1.03,0
2015-01-07 14:00,716.6,951.81,31.62,21.1,1.1,0
2015-01-07 15:00,672.17,870.02,27.04,21.01,1.86,0
2015-01-07 16:00,561.92,703.32,19.82,20.21,2.9,0
2015-01-07 17:00,8.28,21.38,10.86,19.03,2.69,0
2015-01-07 18:00,0,0,0,17.97,2.07,0
2015-01-07 19:00,0,0,0,16.57,1.31,0
2015-01-07 20:00,0,0,0,15.6,1.52,0
2015-01-07 21:00,0,0,0,14.77,1.59,0
2015-01-07 22:00,0,0,0,14.06,1.72,0
2015-01-07 23:00,0,0,0,13.51,1.93,0
2015-01-08 00:00,0,0,0,12.59,1.79,0
2015-01-08 01:00,0,0,0,12.58,1.31,0
2015-01-08 02:00,0,0,0,12.48,1.17,0
2015-01-08 03:00,0,0,0,11.96,1.24,0
2015-01-08 04:00,0,0,0,12.63,0.97,0
2015-01-08 05:00,0,0,0,13.61,0.48,0
2015-01-08 06:00,0,0,0,13.83,0.21,0
2015-01-08 07:00,0,0,0,13.52,0.69,0
2015-01-08 08:00,0,0,0,11.63,1.38,0
2015-01-08 09:00,160.27,219.46,8.14,11.61,2.21,0
2015-01-08 10:00,393.03,484.33,17.67,14,1.86,0
2015-01-08 11:00,564.66,706.12,25.47,16.68,1.66,0
2015-01-08 12:00,681.09,866.19,30.83,17.22,1.79,0
2015-01-08 13:00,738.04,951.02,33.06,17.41,1.72,0
2015-01-08 14:00,744.61,954.06,31.77,17.59,2.14,0
2015-01-08 15:00,211.8,267.18,27.2,17.22,2.21,0
2015-01-08 16:00,68.82,99.48,19.98,16.87,2.34,0
2015-01-08 17:00,201.85,253.72,11.03,16.23,2,0
2015-01-08 18:00,0,0,0,15.79,1.72,0
2015-01-08 19:00,0,0,0,15.12,1.72,0
2015-01-08 20:00,0,0,0,14.44,2,0
2015-01-08 21:00,0,0,0,13.48,1.86,0
2015-01-08 22:00,0,0,0,13.06,1.72,0
2015-01-08 23:00,0,0,0,13.5,1.1,0
2015-01-09 00:00,0,0,0,12.5,1.38,0
2015-01-09 01:00,0,0,0,12.99,1.03,0
2015-01-09 02:00,0,0,0,12.03,1.66,0
2015-01-09 03:00,0,0,0,11.97,2.21,0
2015-01-09 04:00,0,0,0,12.08,2.14,0
2015-01-09 05:00,0,0,0,12.11,1.79,0
2015-01-09 06:00,0,0,0,11.59,2.14,0
2015-01-09 07:00,0,0,0,11.47,2.14,0
2015-01-09 08:00,0,0,0,11.36,1.93,0
2015-01-09 09:00,10.54,24.17,8.17,11.23,1.45,0
2015-01-09 10:00,45.19,69.73,17.71,13.49,0.9,0
2015-01-09 11:00,264.48,328.48,25.54,15.32,1.1,0
2015-01-09 12:00,674.21,846.95,30.94,15.89,2,0
2015-01-09 13:00,734.93,931.18,33.19,15.96,2.14,0
2015-01-09 14:00,728.27,931.24,31.93,16.01,1.59,0
2015-01-09 15:00,268.91,334.34,27.36,16.03,1.17,0
2015-01-09 16:00,210.73,263.22,20.15,15.99,2.34,0
2015-01-09 17:00,38.17,61.36,11.2,15.25,2.9,0
2015-01-09 18:00,0,0,0,14.31,3.1,0
2015-01-09 19:00,0,0,0,13.65,2.62,0
2015-01-09 20:00,0,0,0,13.25,2.21,0
2015-01-09 21:00,0,0,0,12.87,1.66,0
2015-01-09 22:00,0,0,0,12.01,1.45,0
2015-01-09 23:00,0,0,0,11.2,1.45,0
2015-01-10 00:00,0,0,0,11.67,1.31,0
2015-01-10 01:00,0,0,0,11.35,1.45,0
2015-01-10 02:00,0,0,0,10.7,1.72,0
2015-01-10 03:00,0,0,0,10.94,1.86,0
2015-01-10 04:00,0,0,0,11.71,2.28,0
2015-01-10 05:00,0,0,0,12.2,2.28,0
2015-01-10 06:00,0,0,0,12.3,2.28,0
2015-01-10 07:00,0,0,0,12.06,2.41,0
2015-01-10 08:00,0,0,0,12.13,2.76,0
2015-01-10 09:00,11.75,26.03,8.2,12.51,2.97,0
2015-01-10 10:00,148.35,190.4,17.77,13.64,3.24,0
2015-01-10 11:00,301.82,367.2,25.62,14.94,3.72,0
2015-01-10 12:00,178.49,225.22,31.05,14.78,4.76,0
2015-01-10 13:00,189.94,238.05,33.33,14.49,4.97,0
2015-01-10 14:00,234.38,288.04,32.09,14.26,5.1,0
2015-01-10 15:00,76.13,106.92,27.53,14.4,4.55,0
2015-01-10 16:00,14.84,30.68,20.32,14.85,3.59,0
2015-01-10 17:00,0,4.65,11.37,14.97,2.48,0
2015-01-10 18:00,0,0,0,14.81,1.17,0
2015-01-10 19:00,0,0,0,14.34,1.1,0
2015-01-10 20:00,0,0,0,14.19,1.45,0
2015-01-10 21:00,0,0,0,14.03,1.66,0
2015-01-10 22:00,0,0,0,13.91,1.59,0
2015-01-10 23:00,0,0,0,13.55,1.31,0
2015-01-11 00:00,0,0,0,13.37,2.14,0
2015-01-11 01:00,0,0,0,13.33,0.9,0
2015-01-11 02:00,0,0,0,12.88,1.45,0
2015-01-11 03:00,0,0,0,12.98,2.41,0
2015-01-11 04:00,0,0,0,13.05,3.1,0
2015-01-11 05:00,0,0,0,12.99,3.45,0
2015-01-11 06:00,0,0,0,12.94,3.45,0
2015-01-11 07:00,0,0,0,12.93,3.17,0
2015-01-11 08:00,0,0,0,12.84,2.9,0
2015-01-11 09:00,32.22,53.99,8.23,12.86,2.76,0
2015-01-11 10:00,29.66,50.21,17.83,13.42,2.62,0
2015-01-11 11:00,231.52,286.69,25.71,14.31,2.28,0
2015-01-11 12:00,297.98,365.47,31.17,14.66,2.14,0
2015-01-11 13:00,437.31,533,33.48,14.94,2.48,0
2015-01-11 14:00,142.76,185.6,32.26,15.15,2.41,0
2015-01-11 15:00,105.46,142.25,27.71,15.38,2.69,0
2015-01-11 16:00,565.51,689.11,20.5,15.56,3.17,0
2015-01-11 17:00,364.63,441.71,11.54,15.12,3.66,0
2015-01-11 18:00,1.27,8.79,1.1,14.32,4.28,0
2015-01-11 19:00,0,0,0,13.59,4.76,0
2015-01-11 20:00,0,0,0,13.3,4.76,0
2015-01-11 21:00,0,0,0,13.22,4.62,0
2015-01-11 22:00,0,0,0,13.16,4.55,0
2015-01-11 23:00,0,0,0,13.04,4.07,0
2015-01-12 00:00,0,0,0,13.14,3.59,0
2015-01-12 01:00,0,0,0,13.02,3.59,0
2015-01-12 02:00,0,0,0,12.83,4.21,0
2015-01-12 03:00,0,0,0,12.65,4.21,0
2015-01-12 04:00,0,0,0,12.45,3.93,0
2015-01-12 05:00,0,0,0,12.24,4.28,0
2015-01-12 06:00,0,0,0,12.17,4.41,0
2015-01-12 07:00,0,0,0,12.07,3.86,0
2015-01-12 08:00,0,0,0,11.91,3.66,0
2015-01-12 09:00,19.87,37.19,8.28,11.95,3.38,0
2015-01-12 10:00,61.52,89.26,17.9,13.31,3.17,0
2015-01-12 11:00,198.53,248.35,25.81,14.85,3.52,0
2015-01-12 12:00,537.44,644.36,31.3,15.2,5.52,0
2015-01-12 13:00,774.39,941.15,33.64,15.72,6.28,0
2015-01-12 14:00,777.48,946.67,32.43,16.13,6.34,0
2015-01-12 15:00,717.78,867.68,27.89,16.3,6.62,0
2015-01-12 16:00,592.47,707.29,20.68,16.14,7.24,0
2015-01-12 17:00,380.28,455.85,11.72,15.77,7.24,0
2015-01-12 18:00,1.68,9.67,1.27,15.13,7.17,0
2015-01-12 19:00,0,0,0,14.66,6.83,0
2015-01-12 20:00,0,0,0,14.49,6.28,0
2015-01-12 21:00,0,0,0,14.32,5.59,0
2015-01-12 22:00,0,0,0,14.23,5.03,0
2015-01-12 23:00,0,0,0,14.04,4.62,0
2015-01-13 00:00,0,0,0,13.55,5.03,0
2015-01-13 01:00,0,0,0,13.25,5.31,0
2015-01-13 02:00,0,0,0,12.97,5.59,0
2015-01-13 03:00,0,0,0,12.8,5.52,0
2015-01-13 04:00,0,0,0,12.59,5.31,0
2015-01-13 05:00,0,0,0,12.44,5.03,0
2015-01-13 06:00,0,0,0,12.28,4.83,0
2015-01-13 07:00,0,0,0,12.16,4.69,0
2015-01-13 08:00,0,0,0,11.95,4.69,0
2015-01-13 09:00,155.63,213.8,8.32,11.95,4.62,0
2015-01-13 10:00,394.62,477.32,17.97,13.14,4.34,0
2015-01-13 11:00,581.09,702.13,25.91,14.58,4.14,0
2015-01-13 12:00,697.3,867.6,31.43,14.89,2.55,0
2015-01-13 13:00,753.26,956.61,33.8,15.69,2.14,0
2015-01-13 14:00,755.92,960.91,32.61,16.23,2.28,0
2015-01-13 15:00,703.51,881.47,28.08,16.49,2.69,0
2015-01-13 16:00,584.62,718.24,20.87,16.43,3.03,0
2015-01-13 17:00,380.69,464.91,11.91,16.03,2.9,0
2015-01-13 18:00,2.11,10.54,1.44,15.06,2.62,0
2015-01-13 19:00,0,0,0,14.35,2.14,0
2015-01-13 20:00,0,0,0,13.54,1.59,0
2015-01-13 21:00,0,0,0,13.68,0.9,0
2015-01-13 22:00,0,0,0,12.94,1.1,0
2015-01-13 23:00,0,0,0,10.85,1.66,0
2015-01-14 00:00,0,0,0,10.8,2.21,0
2015-01-14 01:00,0,0,0,10.96,2.48,0
2015-01-14 02:00,0,0,0,11.5,2.69,0
2015-01-14 03:00,0,0,0,11.58,2.69,0
2015-01-14 04:00,0,0,0,11.4,2.28,0
2015-01-14 05:00,0,0,0,10.74,1.93,0
2015-01-14 06:00,0,0,0,9.87,1.79,0
2015-01-14 07:00,0,0,0,9.21,1.93,0
2015-01-14 08:00,0,0,0,8.25,2,0
2015-01-14 09:00,163.74,222.61,8.38,9.21,2.14,0
2015-01-14 10:00,399.43,490.67,18.05,13.36,2,0
2015-01-14 11:00,573.21,717.66,26.02,15.84,1.38,0
2015-01-14 12:00,689.6,884.4,31.57,16.48,1.24,0
2015-01-14 13:00,752.88,975.26,33.97,16.96,1.52,0
2015-01-14 14:00,764.82,982.11,32.8,17.22,2.14,0
2015-01-14 15:00,716.84,900.49,28.27,17.22,2.97,0
2015-01-14 16:00,599.45,735.81,21.06,16.92,3.59,0
2015-01-14 17:00,394.37,480.07,12.09,16.27,3.66,0
2015-01-14 18:00,2.55,11.42,1.62,15.34,3.59,0
2015-01-14 19:00,0,0,0,14.49,3.24,0
2015-01-14 20:00,0,0,0,14.08,2.83,0
2015-01-14 21:00,0,0,0,13.72,2.76,0
2015-01-14 22:00,0,0,0,13.47,3.24,0
2015-01-14 23:00,0,0,0,13.22,3.72,0
2015-01-15 00:00,0,0,0,13.09,3.72,0
2015-01-15 01:00,0,0,0,12.78,3.59,0
2015-01-15 02:00,0,0,0,12.41,3.59,0
2015-01-15 03:00,0,0,0,12.13,3.52,0
2015-01-15 04:00,0,0,0,11.85,3.38,0
2015-01-15 05:00,0,0,0,11.5,2.9,0
2015-01-15 06:00,0,0,0,11.04,2.48,0
2015-01-15 07:00,0,0,0,10.73,2.28,0
2015-01-15 08:00,0,0,0,10.49,2.21,0
2015-01-15 09:00,164.32,225.1,8.44,10.88,2.28,0
2015-01-15 10:00,403.84,494.81,18.13,12.99,2.14,0
2015-01-15 11:00,582.28,726.49,26.14,15.3,1.52,0
2015-01-15 12:00,681.26,894.53,31.72,17.04,0.34,0
2015-01-15 13:00,762.35,985.41,34.14,17.48,1.86,0
2015-01-15 14:00,781.76,990.82,32.99,17.17,3.1,0
2015-01-15 15:00,732.88,911.47,28.47,16.78,3.79,0
2015-01-15 16:00,614.11,746.84,21.25,16.26,4.48,0
2015-01-15 17:00,404.66,488.47,12.28,15.52,4.62,0
2015-01-15 18:00,3.42,13.02,1.8,14.8,4.76,0
2015-01-15 19:00,0,0,0,13.96,4.69,0
2015-01-15 20:00,0,0,0,13.48,4.21,0
2015-01-15 21:00,0,0,0,13.22,3.52,0
2015-01-15 22:00,0,0,0,13.01,3.03,0
2015-01-15 23:00,0,0,0,12.72,3.1,0
2015-01-16 00:00,0,0,0,12.49,3.59,0
2015-01-16 01:00,0,0,0,12.35,5.31,0
2015-01-16 02:00,0,0,0,12.13,5.52,0
2015-01-16 03:00,0,0,0,11.97,4.41,0
2015-01-16 04:00,0,0,0,11.77,3.38,0
2015-01-16 05:00,0,0,0,11.74,3.38,0
2015-01-16 06:00,0,0,0,11.8,4.28,0
2015-01-16 07:00,0,0,0,11.68,4.62,0
2015-01-16 08:00,0,0,0,11.68,4.62,0
2015-01-16 09:00,49.38,76.48,8.51,11.79,4.83,0
2015-01-16 10:00,397.51,479.98,18.22,13.21,4.9,0
2015-01-16 11:00,588.03,706.67,26.26,14.86,5.24,0
2015-01-16 12:00,720.4,871.26,31.88,15.56,6.14,0
2015-01-16 13:00,784.01,963.15,34.33,16.8,5.79,0
2015-01-16 14:00,792.85,969.14,33.19,17.49,7.1,0
2015-01-16 15:00,733.25,892.05,28.68,17.94,7.24,0
2015-01-16 16:00,604.3,728.35,21.45,18.17,7.52,0
2015-01-16 17:00,395.29,477.29,12.47,17.82,7.66,0
2015-01-16 18:00,3.89,13.95,1.98,16.92,7.45,0
2015-01-16 19:00,0,0,0,16.13,6.97,0
2015-01-16 20:00,0,0,0,15.45,6.62,0
2015-01-16 21:00,0,0,0,14.83,6.34,0
2015-01-16 22:00,0,0,0,14.36,6.07,0
2015-01-16 23:00,0,0,0,13.95,5.72,0
2015-01-17 00:00,0,0,0,13.63,5.31,0
2015-01-17 01:00,0,0,0,13.41,5.24,0
2015-01-17 02:00,0,0,0,13.14,5.31,0
2015-01-17 03:00,0,0,0,12.89,4.9,0
2015-01-17 04:00,0,0,0,12.62,4.62,0
2015-01-17 05:00,0,0,0,12.47,4.83,0
2015-01-17 06:00,0,0,0,12.43,4.9,0
2015-01-17 07:00,0,0,0,12.37,4.62,0
2015-01-17 08:00,0,0,0,12.27,4.34,0
2015-01-17 09:00,152.77,211.49,8.58,12.51,4,0
2015-01-17 10:00,385.15,470.14,18.32,14.28,3.66,0
2015-01-17 11:00,565.25,693.58,26.39,16.82,3.45,0
2015-01-17 12:00,671.9,859.89,32.04,18.02,1.59,0
2015-01-17 13:00,723.85,951.09,34.52,18.36,0.97,0
2015-01-17 14:00,726.53,959.92,33.4,18.27,0.76,0
2015-01-17 15:00,678.69,883.91,28.88,18.14,0.83,0
2015-01-17 16:00,576.97,725.67,21.65,17.77,1.59,0
2015-01-17 17:00,385.94,476.12,12.67,17.18,2.14,0
2015-01-17 18:00,3.9,13.95,2.17,16.24,2.55,0
2015-01-17 19:00,0,0,0,15.34,3.24,0
2015-01-17 20:00,0,0,0,14.89,3.38,0
2015-01-17 21:00,0,0,0,14.78,3.1,0
2015-01-17 22:00,0,0,0,14.65,2.69,0
2015-01-17 23:00,0,0,0,14.34,2.41,0
2015-01-18 00:00,0,0,0,14.42,2.83,0
2015-01-18 01:00,0,0,0,14.25,2.76,0
2015-01-18 02:00,0,0,0,14.05,2.76,0
2015-01-18 03:00,0,0,0,13.87,2.41,0
2015-01-18 04:00,0,0,0,13.45,1.93,0
2015-01-18 05:00,0,0,0,12.69,1.52,0
2015-01-18 06:00,0,0,0,12.25,1.17,0
2015-01-18 07:00,0,0,0,12.44,0.97,0
2015-01-18 08:00,0,0,0,12.6,0.9,0
2015-01-18 09:00,154.09,215.86,8.66,13.14,0.76,0
2015-01-18 10:00,211.22,267.01,18.43,14.42,0.62,0
2015-01-18 11:00,301.92,375.98,26.52,16.45,0.9,0
2015-01-18 12:00,431.43,533.14,32.21,17.32,2.14,0
2015-01-18 13:00,513.42,635.04,34.71,17.96,2.97,0
2015-01-18 14:00,507.15,622.56,33.61,18.1,3.93,0
2015-01-18 15:00,469.27,571.33,29.1,17.86,4.55,0
2015-01-18 16:00,365.89,443.84,21.86,17.48,4.83,0
2015-01-18 17:00,395.48,479.18,12.87,16.88,5.1,0
2015-01-18 18:00,76.29,110.69,2.35,16.06,5.66,0
2015-01-18 19:00,0,0,0,15.45,5.86,0
2015-01-18 20:00,0,0,0,15.19,5.72,0
2015-01-18 21:00,0,0,0,14.91,5.38,0
2015-01-18 22:00,0,0,0,14.55,4.97,0
2015-01-18 23:00,0,0,0,14.21,4.83,0
2015-01-19 00:00,0,0,0,14.01,4,0
2015-01-19 01:00,0,0,0,13.56,3.79,0
2015-01-19 02:00,0,0,0,13.07,3.59,0
2015-01-19 03:00,0,0,0,12.67,3.24,0
2015-01-19 04:00,0,0,0,12.38,3.24,0
2015-01-19 05:00,0,0,0,12.19,3.66,0
2015-01-19 06:00,0,0,0,12.13,4.07,0
2015-01-19 07:00,0,0,0,12.07,4.21,0
2015-01-19 08:00,0,0,0,12.04,4.34,0
2015-01-19 09:00,155.58,214.8,8.74,12.29,4.62,0
2015-01-19 10:00,394.73,478.05,18.54,13.91,5.03,0
2015-01-19 11:00,582,702.12,26.67,15.99,5.45,0
2015-01-19 12:00,702.7,865.91,32.38,16.83,4.34,0
2015-01-19 13:00,552.89,677.49,34.92,18.29,4.76,0
2015-01-19 14:00,776.99,964.25,33.83,19.03,5.86,0
2015-01-19 15:00,721.99,886.23,29.32,19.18,6.62,0
2015-01-19 16:00,601.85,726.77,22.07,18.76,7.66,0
2015-01-19 17:00,397.15,479.09,13.07,17.91,7.93,0
2015-01-19 18:00,79.9,115.21,2.54,16.84,7.79,0
2015-01-19 19:00,0,0,0,16.03,7.45,0
2015-01-19 20:00,0,0,0,15.44,7.24,0
2015-01-19 21:00,0,0,0,14.97,6.76,0
2015-01-19 22:00,0,0,0,14.56,6.07,0
2015-01-19 23:00,0,0,0,14.17,5.66,0
2015-01-20 00:00,0,0,0,13.82,5.24,0
2015-01-20 01:00,0,0,0,13.45,5.38,0
2015-01-20 02:00,0,0,0,13.18,5.45,0
2015-01-20 03:00,0,0,0,12.97,5.45,0
2015-01-20 04:00,0,0,0,12.84,4.97,0
2015-01-20 05:00,0,0,0,12.86,3.93,0
2015-01-20 06:00,0,0,0,12.97,4.14,0
2015-01-20 07:00,0,0,0,12.91,5.03,0
2015-01-20 08:00,0,0,0,12.65,4.9,0
2015-01-20 09:00,18.42,35.33,8.83,12.61,4.28,0
2015-01-20 10:00,56.09,82.75,18.65,13.44,3.93,0
2015-01-20 11:00,80.08,111.57,26.81,14.34,4.34,0
2015-01-20 12:00,328.76,395.2,32.56,13.79,5.31,0
2015-01-20 13:00,788.86,963.3,35.13,14.68,5.24,0
2015-01-20 14:00,802.99,975.57,34.05,15.48,6.62,0
2015-01-20 15:00,746.23,902.56,29.54,15.99,6.76,0
2015-01-20 16:00,620.54,743.02,22.28,16.28,7.1,0
2015-01-20 17:00,414.43,495.46,13.27,15.88,7.52,0
2015-01-20 18:00,91.71,128.63,2.73,15.27,7.52,0
2015-01-20 19:00,0,0,0,14.73,7.17,0
